Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%)
1894-10,-0.3990114,-0.5790243,-0.21899848
1894-11,-0.460066,-0.64320624,-0.27692574
1894-12,-0.551695,-0.75928974,-0.3441002
1895-01,-0.6359875,-0.8076031,-0.46437198
1895-02,-0.6417986,-0.83066016,-0.45293707
1895-03,-0.6178789,-0.82091254,-0.4148453
1895-04,-0.46109405,-0.67555755,-0.24663055
1895-05,-0.48253113,-0.68159723,-0.28346506
1895-06,-0.4253601,-0.62747884,-0.22324134
1895-07,-0.3349007,-0.52899164,-0.14080974
1895-08,-0.37724775,-0.5895025,-0.16499303
1895-09,-0.39428148,-0.57385796,-0.21470495
1895-10,-0.3257419,-0.48164272,-0.16984108
1895-11,-0.3213687,-0.48260084,-0.16013654
1895-12,-0.36682844,-0.5629477,-0.1707092
1896-01,-0.3152051,-0.49154812,-0.13886207
1896-02,-0.33662146,-0.5216296,-0.1516134
1896-03,-0.58836246,-0.7725723,-0.40415257
1896-04,-0.5460314,-0.7311858,-0.3608771
1896-05,-0.35611972,-0.57647145,-0.13576801
1896-06,-0.23009133,-0.434404,-0.025778683
1896-07,-0.18243536,-0.36182913,-0.003041595
1896-08,-0.1715636,-0.3854166,0.042289402
1896-09,-0.15527536,-0.34389502,0.033344295
1896-10,-0.117941946,-0.2807071,0.044823196
1896-11,-0.31405124,-0.48207262,-0.14602986
1896-12,-0.094388485,-0.3038262,0.115049236
1897-01,-0.3000984,-0.49080732,-0.10938945
1897-02,-0.3486073,-0.5483834,-0.14883117
1897-03,-0.41547,-0.61278546,-0.21815456
1897-04,-0.1176401,-0.3024626,0.0671824
1897-05,-0.11408224,-0.3108811,0.08271663
1897-06,-0.1627357,-0.36229974,0.036828335
1897-07,-0.18704693,-0.37309894,-0.000994933
1897-08,-0.1854231,-0.40435466,0.03350848
1897-09,-0.18626954,-0.36248967,-0.010049412
1897-10,-0.21232262,-0.39015022,-0.03449505
1897-11,-0.4227442,-0.5879673,-0.25752115
1897-12,-0.46516183,-0.6517685,-0.27855515
1898-01,-0.19924784,-0.38865504,-0.009840637
1898-02,-0.55612665,-0.71944946,-0.39280388
1898-03,-0.8427487,-1.0089464,-0.676551
1898-04,-0.663013,-0.84589446,-0.4801315
1898-05,-0.55958927,-0.7435597,-0.37561888
1898-06,-0.33471388,-0.52292496,-0.1465028
1898-07,-0.39475092,-0.58443546,-0.20506638
1898-08,-0.3894281,-0.59876347,-0.18009277
1898-09,-0.37076962,-0.5485977,-0.19294158
1898-10,-0.5009573,-0.6702813,-0.3316333
1898-11,-0.5286319,-0.68540967,-0.3718542
1898-12,-0.4895283,-0.67102706,-0.30802953
1899-01,-0.3598041,-0.5269037,-0.1927045
1899-02,-0.5540309,-0.7154645,-0.39259735
1899-03,-0.5889544,-0.7476041,-0.43030468
1899-04,-0.4393416,-0.61094743,-0.26773578
1899-05,-0.35891113,-0.5424037,-0.17541856
1899-06,-0.5010004,-0.69523287,-0.306768
1899-07,-0.36553654,-0.55425465,-0.17681848
1899-08,-0.23979759,-0.45446852,-0.025126649
1899-09,-0.1515833,-0.32894266,0.025776051
1899-10,-0.18313703,-0.35176262,-0.014511443
1899-11,-0.056940768,-0.2123845,0.09850298
1899-12,-0.466166,-0.6495811,-0.28275096
Jan-00,-0.5065199,-0.6711187,-0.34192112
Feb-00,-0.2028605,-0.3608538,-0.044867214
Mar-00,-0.19967249,-0.36565012,-0.03369488
Apr-00,-0.22413696,-0.4042493,-0.044024616
May-00,-0.30258486,-0.48975345,-0.11541622
Jun-00,-0.21710625,-0.4151495,-0.019062985
Jul-00,-0.19088483,-0.37040052,-0.01136914
Aug-00,-0.21078074,-0.42371136,0.002149894
Sep-00,-0.19568677,-0.38076556,-0.010607976
Oct-00,-0.0647567,-0.23704362,0.10753022
Nov-00,-0.26252335,-0.42287436,-0.10217235
Dec-00,-0.23623504,-0.41886643,-0.053603664
Jan-01,-0.28059345,-0.43856356,-0.122623324
Feb-01,-0.26819772,-0.42274347,-0.113651976
Mar-01,-0.20081724,-0.36103362,-0.040600866
Apr-01,-0.1753031,-0.35032505,-0.00028114
May-01,-0.24934465,-0.44425672,-0.05443258
Jun-01,-0.23662645,-0.43364984,-0.039603047
Jul-01,-0.3289457,-0.51798207,-0.13990928
Aug-01,-0.2050631,-0.42178407,0.011657869
Sep-01,-0.35517338,-0.53581136,-0.1745354
Oct-01,-0.3407429,-0.5152294,-0.16625641
Nov-01,-0.39582872,-0.5590094,-0.23264809
Dec-01,-0.48450628,-0.65788275,-0.3111298
Jan-02,-0.43956748,-0.6000706,-0.27906436
Feb-02,-0.23221202,-0.38552827,-0.078895785
Mar-02,-0.47400042,-0.63162196,-0.31637895
Apr-02,-0.4305058,-0.6007136,-0.260298
May-02,-0.43023685,-0.6306319,-0.22984181
Jun-02,-0.44518706,-0.6403324,-0.25004172
Jul-02,-0.38915876,-0.56928974,-0.2090278
Aug-02,-0.42510903,-0.63204134,-0.21817671
Sep-02,-0.37280047,-0.5562161,-0.18938479
Oct-02,-0.5005036,-0.67379946,-0.32720774
Nov-02,-0.56261593,-0.72212607,-0.40310577
Dec-02,-0.565914,-0.7425985,-0.38922948
Jan-03,-0.4344225,-0.58624995,-0.282595
Feb-03,-0.24027054,-0.38465306,-0.095888
Mar-03,-0.39843398,-0.5441603,-0.25270766
Apr-03,-0.58799607,-0.7538771,-0.42211506
May-03,-0.5160877,-0.7040209,-0.3281545
Jun-03,-0.5476815,-0.73070943,-0.3646535
Jul-03,-0.5052094,-0.6767439,-0.33367482
Aug-03,-0.60140806,-0.81704575,-0.3857704
Sep-03,-0.55975336,-0.73646456,-0.38304216
Oct-03,-0.66481555,-0.8263604,-0.50327075
Nov-03,-0.62978834,-0.781631,-0.4779457
Dec-03,-0.71404976,-0.8792802,-0.5488193
Jan-04,-0.806605,-0.9617955,-0.6514145
Feb-04,-0.769914,-0.92639124,-0.61343676
Mar-04,-0.6964779,-0.8489669,-0.5439888
Apr-04,-0.6468306,-0.81834394,-0.47531733
May-04,-0.6093934,-0.7907733,-0.4280136
Jun-04,-0.5641545,-0.7518275,-0.37648153
Jul-04,-0.5530446,-0.72540253,-0.38068676
Aug-04,-0.4784086,-0.68795663,-0.26886058
Sep-04,-0.59661376,-0.78148705,-0.41174045
Oct-04,-0.55304295,-0.72068864,-0.3853973
Nov-04,-0.39660597,-0.5533854,-0.23982657
Dec-04,-0.49964583,-0.6772394,-0.32205227
Jan-05,-0.46341595,-0.6148158,-0.31201616
Feb-05,-0.72016865,-0.8743835,-0.5659538
Mar-05,-0.52405393,-0.6707999,-0.377308
Apr-05,-0.5589943,-0.7221077,-0.3958809
May-05,-0.43423653,-0.6155831,-0.25288996
Jun-05,-0.34258264,-0.52910966,-0.15605558
Jul-05,-0.37310305,-0.5452026,-0.20100348
Aug-05,-0.30447677,-0.51597244,-0.09298106
Sep-05,-0.34519514,-0.5172048,-0.17318553
Oct-05,-0.3351493,-0.49376118,-0.17653738
Nov-05,-0.21728525,-0.37075344,-0.06381706
Dec-05,-0.27435452,-0.45295084,-0.09575821
Jan-06,-0.29668435,-0.45274007,-0.14062859
Feb-06,-0.3885811,-0.534501,-0.24266116
Mar-06,-0.289529,-0.4427584,-0.1362996
Apr-06,-0.10402012,-0.27304992,0.06500969
May-06,-0.3765242,-0.55912966,-0.19391878
Jun-06,-0.23253845,-0.4197746,-0.045302324
Jul-06,-0.34295923,-0.52357775,-0.1623407
Aug-06,-0.27118164,-0.48389447,-0.05846878
Sep-06,-0.35302594,-0.5320011,-0.17405081
Oct-06,-0.32229662,-0.47954115,-0.16505207
Nov-06,-0.53179437,-0.68340665,-0.38018218
Dec-06,-0.32053673,-0.48989052,-0.15118293
Jan-07,-0.52930236,-0.67252135,-0.3860834
Feb-07,-0.6185913,-0.76509285,-0.4720898
Mar-07,-0.43793064,-0.5846249,-0.29123637
Apr-07,-0.4779983,-0.63595945,-0.32003713
May-07,-0.6450355,-0.8174265,-0.47264454
Jun-07,-0.5440585,-0.7285098,-0.35960725
Jul-07,-0.42508972,-0.5989156,-0.25126383
Aug-07,-0.4910157,-0.7048997,-0.2771317
Sep-07,-0.3986793,-0.56648517,-0.2308734
Oct-07,-0.33594123,-0.4869077,-0.18497479
Nov-07,-0.55637306,-0.7036612,-0.40908492
Dec-07,-0.58987683,-0.7728595,-0.40689418
Jan-08,-0.46647665,-0.6135111,-0.3194422
Feb-08,-0.4139059,-0.55907226,-0.26873952
Mar-08,-0.7040725,-0.84940577,-0.55873924
Apr-08,-0.5884082,-0.7462024,-0.43061388
May-08,-0.45306396,-0.6383044,-0.26782355
Jun-08,-0.41279954,-0.60589045,-0.21970867
Jul-08,-0.40103948,-0.5724443,-0.22963466
Aug-08,-0.48125657,-0.7003825,-0.26213074
Sep-08,-0.3872215,-0.5591857,-0.21525727
Oct-08,-0.5747282,-0.7261497,-0.42330676
Nov-08,-0.6453218,-0.7852707,-0.5053729
Dec-08,-0.63815445,-0.80027384,-0.476035
Jan-09,-0.7629406,-0.8951454,-0.6307358
Feb-09,-0.53553337,-0.67432994,-0.39673677
Mar-09,-0.6521415,-0.79210275,-0.5121803
Apr-09,-0.63281554,-0.7831975,-0.48243353
May-09,-0.5918205,-0.77018195,-0.413459
Jun-09,-0.50006735,-0.6869661,-0.31316864
Jul-09,-0.5237631,-0.6864449,-0.36108136
Aug-09,-0.3369181,-0.5479727,-0.12586349
Sep-09,-0.4156719,-0.58178246,-0.24956137
Oct-09,-0.49451607,-0.64189625,-0.34713593
Nov-09,-0.38665202,-0.5246769,-0.24862713
Dec-09,-0.59633845,-0.7501332,-0.44254363
Jan-10,-0.4327842,-0.5747264,-0.29084206
Feb-10,-0.5290626,-0.67527723,-0.38284808
Mar-10,-0.6189373,-0.771704,-0.46617064
Apr-10,-0.5349184,-0.6914202,-0.37841663
May-10,-0.5368389,-0.71915257,-0.35452524
Jun-10,-0.5593434,-0.7473471,-0.37133965
Jul-10,-0.43475804,-0.6054494,-0.2640667
Aug-10,-0.38878688,-0.6054517,-0.17212208
Sep-10,-0.4229382,-0.59759563,-0.24828072
Oct-10,-0.48481956,-0.63360226,-0.33603686
Nov-10,-0.672429,-0.81315607,-0.531702
Dec-10,-0.7566741,-0.91549015,-0.59785813
Jan-11,-0.66804653,-0.8043503,-0.5317427
Feb-11,-0.70603365,-0.838752,-0.5733153
Mar-11,-0.7639851,-0.89808047,-0.62988967
Apr-11,-0.64364564,-0.80100137,-0.48628986
May-11,-0.6272078,-0.805938,-0.44847766
Jun-11,-0.55432284,-0.74320203,-0.36544362
Jul-11,-0.49260998,-0.6690713,-0.3161486
Aug-11,-0.5064451,-0.7171781,-0.29571208
Sep-11,-0.4982411,-0.680748,-0.3157342
Oct-11,-0.34511527,-0.49507046,-0.19516012
Nov-11,-0.34931326,-0.49439368,-0.20423283
Dec-11,-0.315495,-0.47613657,-0.1548535
Jan-12,-0.32940087,-0.4633201,-0.19548161
Feb-12,-0.31491742,-0.43766788,-0.19216692
Mar-12,-0.5543457,-0.68546075,-0.4232307
Apr-12,-0.33788237,-0.4915007,-0.184264
May-12,-0.3352509,-0.503716,-0.1667858
Jun-12,-0.28508794,-0.4639832,-0.106192656
Jul-12,-0.50730854,-0.6681659,-0.34645116
Aug-12,-0.57247293,-0.78099567,-0.36395016
Sep-12,-0.6437677,-0.80863905,-0.47889635
Oct-12,-0.6791174,-0.82347953,-0.53475523
Nov-12,-0.55792326,-0.6956708,-0.42017576
Dec-12,-0.59060127,-0.74457186,-0.43663067
Jan-13,-0.5636491,-0.70592016,-0.42137802
Feb-13,-0.55008626,-0.6813429,-0.41882965
Mar-13,-0.60579985,-0.7407136,-0.47088605
Apr-13,-0.5340449,-0.69886494,-0.36922488
May-13,-0.54116863,-0.717569,-0.36476827
Jun-13,-0.5514844,-0.73894113,-0.36402768
Jul-13,-0.47697932,-0.649064,-0.30489463
Aug-13,-0.39560005,-0.605102,-0.18609805
Sep-13,-0.41690665,-0.5830773,-0.25073597
Oct-13,-0.43836418,-0.5882755,-0.28845286
Nov-13,-0.36772293,-0.50663286,-0.22881301
Dec-13,-0.16402407,-0.3207319,-0.007316216
Jan-14,-0.078474745,-0.21613824,0.05918875
Feb-14,-0.27010897,-0.4004639,-0.13975406
Mar-14,-0.39748344,-0.5322073,-0.26275954
Apr-14,-0.4089052,-0.5571737,-0.26063666
May-14,-0.30789974,-0.47892362,-0.13687588
Jun-14,-0.30798316,-0.49093956,-0.12502678
Jul-14,-0.2969515,-0.4692706,-0.124632396
Aug-14,-0.24459992,-0.4556622,-0.033537664
Sep-14,-0.30140656,-0.48765177,-0.11516135
Oct-14,-0.110274434,-0.2672808,0.046731923
Nov-14,-0.19029672,-0.33736014,-0.04323329
Dec-14,-0.23672462,-0.39467424,-0.078774974
Jan-15,-0.28745866,-0.43606412,-0.13885316
Feb-15,-0.22042616,-0.37010035,-0.070751965
Mar-15,-0.19399805,-0.35105386,-0.036942244
Apr-15,-0.082622275,-0.24781929,0.08257474
May-15,-0.16808057,-0.36465895,0.028497813
Jun-15,-0.17210917,-0.37255874,0.028340416
Jul-15,-0.16903177,-0.36015847,0.02209495
Aug-15,-0.06681827,-0.29493347,0.16129693
Sep-15,-0.120297745,-0.30047518,0.05987967
Oct-15,-0.28610688,-0.44976383,-0.12244993
Nov-15,-0.17281866,-0.3218076,-0.023829734
Dec-15,-0.3623588,-0.50942546,-0.21529216
Jan-16,-0.33786005,-0.4876082,-0.1881119
Feb-16,-0.26403636,-0.41823655,-0.10983616
Mar-16,-0.43909237,-0.5887705,-0.28941423
Apr-16,-0.37517795,-0.5474576,-0.20289832
May-16,-0.41811523,-0.62675697,-0.20947349
Jun-16,-0.49483928,-0.70778334,-0.28189525
Jul-16,-0.38488427,-0.58387554,-0.18589298
Aug-16,-0.29676017,-0.52024907,-0.07327126
Sep-16,-0.3218673,-0.5078389,-0.13589564
Oct-16,-0.3744158,-0.54190564,-0.20692603
Nov-16,-0.5142024,-0.6644174,-0.3639875
Dec-16,-0.8212685,-0.9761314,-0.6664057
Jan-17,-0.6892141,-0.84988326,-0.528545
Feb-17,-0.715982,-0.8849225,-0.54704154
Mar-17,-0.78429514,-0.94445986,-0.6241304
Apr-17,-0.5461108,-0.726568,-0.3656537
May-17,-0.6442835,-0.8495297,-0.43903726
Jun-17,-0.47886908,-0.698331,-0.2594072
Jul-17,-0.24527456,-0.455212,-0.035337124
Aug-17,-0.33282208,-0.5884459,-0.07719827
Sep-17,-0.2979707,-0.49015912,-0.10578233
Oct-17,-0.53561026,-0.7070309,-0.36418962
Nov-17,-0.45924768,-0.6210569,-0.29743847
Dec-17,-0.7865544,-0.9670814,-0.6060274
Jan-18,-0.5179739,-0.6850022,-0.3509456
Feb-18,-0.67216516,-0.8356719,-0.5086584
Mar-18,-0.57906806,-0.751414,-0.4067221
Apr-18,-0.6234592,-0.8156268,-0.4312916
May-18,-0.5252177,-0.75086904,-0.29956633
Jun-18,-0.38651752,-0.6103386,-0.16269644
Jul-18,-0.36958522,-0.56567657,-0.17349385
Aug-18,-0.42982036,-0.66980463,-0.18983606
Sep-18,-0.25825897,-0.4637045,-0.052813478
Oct-18,-0.11888721,-0.31273952,0.07496512
Nov-18,-0.18980259,-0.38338757,0.003782396
Dec-18,-0.42425612,-0.6094721,-0.23904014
Jan-19,-0.25126135,-0.435014,-0.067508675
Feb-19,-0.24207273,-0.416542,-0.06760347
Mar-19,-0.39209825,-0.58520657,-0.19898996
Apr-19,-0.21141803,-0.41892788,-0.0039082
May-19,-0.30793867,-0.5225244,-0.093352936
Jun-19,-0.35769194,-0.5655215,-0.14986245
Jul-19,-0.29989257,-0.51161784,-0.08816732
Aug-19,-0.2381391,-0.4837357,0.007457548
Sep-19,-0.28606114,-0.48273113,-0.08939117
Oct-19,-0.25880492,-0.44467,-0.07293986
Nov-19,-0.5575256,-0.71599007,-0.39906105
Dec-19,-0.5033144,-0.67652005,-0.3301087
Jan-20,-0.25863704,-0.43835065,-0.07892343
Feb-20,-0.545883,-0.69912046,-0.39264554
Mar-20,-0.17207259,-0.3437741,-0.000371055
Apr-20,-0.33658424,-0.5365327,-0.13663577
May-20,-0.25627613,-0.46498504,-0.047567245
Jun-20,-0.23811027,-0.45812166,-0.018098898
Jul-20,-0.30046934,-0.5018703,-0.09906845
Aug-20,-0.22659715,-0.45900223,0.005807938
Sep-20,-0.1964555,-0.3914321,-0.001478873
Oct-20,-0.21776049,-0.38453242,-0.050988548
Nov-20,-0.3456471,-0.52150667,-0.16978753
Dec-20,-0.4884766,-0.6523202,-0.32463297
Jan-21,-0.21760732,-0.37502497,-0.06018965
Feb-21,-0.29521245,-0.44902927,-0.14139564
Mar-21,-0.34263408,-0.50093555,-0.18433265
Apr-21,-0.29096943,-0.46709645,-0.11484241
May-21,-0.30159548,-0.5012052,-0.10198575
Jun-21,-0.15440017,-0.3658895,0.057089157
Jul-21,-0.15540703,-0.3545471,0.043733045
Aug-21,-0.32134694,-0.5458187,-0.09687517
Sep-21,-0.20710628,-0.39442888,-0.019783666
Oct-21,-0.13444184,-0.30367956,0.034795877
Nov-21,-0.19592439,-0.3460785,-0.04577027
Dec-21,-0.27147904,-0.424055,-0.11890304
Jan-22,-0.419077,-0.56817025,-0.2699838
Feb-22,-0.40880406,-0.5457496,-0.2718585
Mar-22,-0.344148,-0.4943077,-0.19398831
Apr-22,-0.29111138,-0.45628148,-0.12594129
May-22,-0.46964964,-0.6579521,-0.28134724
Jun-22,-0.29270366,-0.48048604,-0.104921274
Jul-22,-0.2590808,-0.44124886,-0.07691275
Aug-22,-0.355893,-0.5667185,-0.14506747
Sep-22,-0.32432133,-0.49675274,-0.15188992
Oct-22,-0.34514487,-0.49858475,-0.19170502
Nov-22,-0.25539744,-0.39435166,-0.116443194
Dec-22,-0.30540624,-0.4507393,-0.16007322
Jan-23,-0.40372258,-0.54395944,-0.26348573
Feb-23,-0.4944323,-0.6337809,-0.3550837
Mar-23,-0.45562357,-0.5954459,-0.3158013
Apr-23,-0.41038665,-0.57101375,-0.24975957
May-23,-0.4038749,-0.5846617,-0.22308807
Jun-23,-0.25269112,-0.4406215,-0.06476072
Jul-23,-0.41963744,-0.5942383,-0.2450366
Aug-23,-0.32384917,-0.537738,-0.10996033
Sep-23,-0.34093276,-0.5162632,-0.16560236
Oct-23,-0.1764545,-0.33028832,-0.022620698
Nov-23,-0.03351226,-0.17447731,0.107452795
Dec-23,-0.10004945,-0.24315248,0.043053582
Jan-24,-0.32711104,-0.47252598,-0.18169609
Feb-24,-0.31528232,-0.45562285,-0.17494178
Mar-24,-0.17595449,-0.3153586,-0.036550395
Apr-24,-0.34247932,-0.5014861,-0.18347253
May-24,-0.21757317,-0.39559406,-0.03955228
Jun-24,-0.27555224,-0.46537247,-0.085732006
Jul-24,-0.29391536,-0.46117327,-0.12665746
Aug-24,-0.3172419,-0.5321844,-0.102299385
Sep-24,-0.33069578,-0.5084952,-0.15289639
Oct-24,-0.36585054,-0.5206516,-0.2110495
Nov-24,-0.2907367,-0.4303612,-0.15111223
Dec-24,-0.49235374,-0.63418114,-0.35052633
Jan-25,-0.49163565,-0.6360688,-0.34720248
Feb-25,-0.48531267,-0.62783724,-0.34278813
Mar-25,-0.37375176,-0.5155008,-0.23200274
Apr-25,-0.30694255,-0.47034937,-0.14353575
May-25,-0.3056574,-0.5006012,-0.11071356
Jun-25,-0.33413643,-0.53678447,-0.13148837
Jul-25,-0.33086437,-0.5057325,-0.15599626
Aug-25,-0.16828516,-0.38384804,0.04727771
Sep-25,-0.25893372,-0.44479072,-0.0730767
Oct-25,-0.28853402,-0.45646706,-0.120601006
Nov-25,-0.059098415,-0.20052361,0.082326785
Dec-25,0.014048895,-0.13270758,0.16080537
Jan-26,0.08253241,-0.06263089,0.22769572
Feb-26,-0.035031483,-0.17242493,0.102361955
Mar-26,0.023573108,-0.11576544,0.16291165
Apr-26,-0.1579929,-0.327664,0.01167819
May-26,-0.27003446,-0.4538862,-0.08618276
Jun-26,-0.18281585,-0.3733924,0.007760709
Jul-26,-0.2084477,-0.38436303,-0.03253235
Aug-26,-0.10001693,-0.32225892,0.12222505
Sep-26,-0.11788381,-0.2965996,0.06083199
Oct-26,-0.06996329,-0.22726479,0.08733821
Nov-26,-0.115788996,-0.25999144,0.028413441
Dec-26,-0.32215574,-0.46747088,-0.17684063
Jan-27,-0.31123906,-0.45435637,-0.16812176
Feb-27,-0.21210012,-0.33594212,-0.08825814
Mar-27,-0.41895348,-0.5508106,-0.28709638
Apr-27,-0.3145047,-0.4677973,-0.16121212
May-27,-0.23004514,-0.40716198,-0.05292829
Jun-27,-0.24831119,-0.43623513,-0.06038725
Jul-27,-0.20484532,-0.37125188,-0.038438786
Aug-27,-0.21330415,-0.42017597,-0.0064323
Sep-27,-0.11964897,-0.28789678,0.04859885
Oct-27,-0.02967228,-0.18330196,0.1239574
Nov-27,-0.12667355,-0.25778046,0.004433365
Dec-27,-0.32356292,-0.46620953,-0.18091631
Jan-28,-0.017104585,-0.1668746,0.13266544
Feb-28,-0.124669254,-0.2695675,0.020228995
Mar-28,-0.3195826,-0.46694115,-0.17222404
Apr-28,-0.23520902,-0.39391342,-0.076504625
May-28,-0.3014689,-0.48644242,-0.11649541
Jun-28,-0.32672966,-0.51603055,-0.1374288
Jul-28,-0.1883196,-0.35774884,-0.018890347
Aug-28,-0.17851628,-0.38754088,0.030508325
Sep-28,-0.20668688,-0.38965768,-0.02371608
Oct-28,-0.1840448,-0.34064317,-0.027446417
Nov-28,-0.17209516,-0.31970295,-0.024487386
Dec-28,-0.22671194,-0.37439686,-0.07902704
Jan-29,-0.4364513,-0.5833095,-0.28959316
Feb-29,-0.6036853,-0.74768084,-0.45968977
Mar-29,-0.48715258,-0.63443154,-0.33987364
Apr-29,-0.4373352,-0.60708904,-0.2675813
May-29,-0.4345294,-0.62124,-0.24781875
Jun-29,-0.40885338,-0.5975827,-0.22012407
Jul-29,-0.4396209,-0.6168994,-0.26234248
Aug-29,-0.2663079,-0.48695058,-0.04566523
Sep-29,-0.27733904,-0.46059266,-0.09408544
Oct-29,-0.22126578,-0.38139418,-0.06113739
Nov-29,-0.14017749,-0.28305233,0.002697369
Dec-29,-0.5603613,-0.7042419,-0.4164808
Jan-30,-0.3631465,-0.49787483,-0.22841819
Feb-30,-0.35584554,-0.4784241,-0.23326696
Mar-30,-0.24732758,-0.3744386,-0.12021657
Apr-30,-0.23128887,-0.38058066,-0.08199705
May-30,-0.25067642,-0.4180869,-0.08326598
Jun-30,-0.20374553,-0.3809626,-0.026528457
Jul-30,-0.1882644,-0.36365265,-0.012876141
Aug-30,-0.09765256,-0.3049344,0.10962929
Sep-30,-0.092231415,-0.25912735,0.07466452
Oct-30,-0.090577535,-0.23271994,0.05156486
Nov-30,0.06376379,-0.063620925,0.1911485
Dec-30,-0.06467221,-0.18759245,0.058248024
Jan-31,-0.13693942,-0.2671767,-0.006702163
Feb-31,-0.2586906,-0.36686972,-0.15051147
Mar-31,-0.10919364,-0.23315944,0.014772162
Apr-31,-0.17070459,-0.31463963,-0.026769554
May-31,-0.19289996,-0.36193624,-0.023863683
Jun-31,-0.02544678,-0.2039998,0.15310624
Jul-31,-0.008178203,-0.17845777,0.16210136
Aug-31,-0.026662722,-0.23960268,0.18627724
Sep-31,-0.051968556,-0.2076939,0.10375679
Oct-31,-0.026985472,-0.17087266,0.11690171
Nov-31,-0.13579522,-0.26063263,-0.010957824
Dec-31,-0.09730702,-0.2172313,0.022617267
Jan-32,0.07975415,-0.043561757,0.20307006
Feb-32,-0.17805362,-0.29942062,-0.056686606
Mar-32,-0.1947655,-0.3203073,-0.06922365
Apr-32,-0.061219946,-0.198662,0.076222114
May-32,-0.15982142,-0.3201136,0.000470737
Jun-32,-0.25541136,-0.4258154,-0.0850073
Jul-32,-0.12971984,-0.29410174,0.034662075
Aug-32,-0.18982057,-0.39686376,0.017222626
Sep-32,-0.000550666,-0.15410176,0.15300043
Oct-32,-0.09439127,-0.23334253,0.044559985
Nov-32,-0.29486138,-0.41643777,-0.17328496
Dec-32,-0.26667866,-0.38838974,-0.14496759
Jan-33,-0.31109115,-0.4301322,-0.1920501
Feb-33,-0.35099408,-0.46522236,-0.23676579
Mar-33,-0.3851551,-0.5024361,-0.2678741
Apr-33,-0.28470516,-0.42601293,-0.14339739
May-33,-0.2769364,-0.45054585,-0.10332694
Jun-33,-0.32360965,-0.5103935,-0.13682581
Jul-33,-0.2903949,-0.4524689,-0.1283209
Aug-33,-0.15375972,-0.3546877,0.047168247
Sep-33,-0.32664743,-0.48648426,-0.1668106
Oct-33,-0.245828,-0.38623607,-0.10541995
Nov-33,-0.40483868,-0.51923364,-0.29044378
Dec-33,-0.5141726,-0.63299805,-0.3953472
Jan-34,-0.32326755,-0.43162593,-0.21490915
Feb-34,-0.1451731,-0.24469295,-0.045653235
Mar-34,-0.4310569,-0.5399451,-0.32216865
Apr-34,-0.37176266,-0.50687045,-0.23665486
May-34,-0.14018929,-0.29952848,0.019149903
Jun-34,-0.09232751,-0.28172815,0.09707313
Jul-34,-0.17809097,-0.33932257,-0.016859364
Aug-34,-0.11440116,-0.3252075,0.09640516
Sep-34,-0.13450967,-0.29044768,0.021428343
Oct-34,-0.08177011,-0.21969576,0.056155562
Nov-34,0.031826723,-0.08049537,0.14414883
Dec-34,-0.111320004,-0.22109856,-0.001541446
Jan-35,-0.3479727,-0.46686283,-0.22908255
Feb-35,0.04972145,-0.053259466,0.15270236
Mar-35,-0.21446298,-0.31988317,-0.10904279
Apr-35,-0.3228376,-0.460522,-0.18515322
May-35,-0.31434223,-0.48563308,-0.1430514
Jun-35,-0.2092866,-0.38938758,-0.029185612
Jul-35,-0.14094204,-0.2998374,0.017953362
Aug-35,-0.14877552,-0.34538043,0.04782942
Sep-35,-0.19052882,-0.3428319,-0.03822576
Oct-35,-0.055213235,-0.18450885,0.07408237
Nov-35,-0.32153568,-0.42853072,-0.21454066
Dec-35,-0.25653476,-0.36094522,-0.15212429
Jan-36,-0.39848116,-0.5024208,-0.2945415
Feb-36,-0.34311983,-0.44220343,-0.24403626
Mar-36,-0.32916442,-0.43601322,-0.22231562
Apr-36,-0.1883213,-0.31698588,-0.059656713
May-36,-0.17232911,-0.33633974,-0.008318501
Jun-36,-0.14899857,-0.31470138,0.016704235
Jul-36,-0.06987007,-0.22382125,0.084081106
Aug-36,-0.07327964,-0.27147797,0.12491867
Sep-36,-0.108766146,-0.25690895,0.03937666
Oct-36,-0.041382577,-0.17508227,0.092317104
Nov-36,-0.054110777,-0.15767384,0.049452282
Dec-36,-0.10642759,-0.21628995,0.00343479
Jan-37,-0.12685171,-0.23948237,-0.014221046
Feb-37,0.066486835,-0.03919336,0.17216702
Mar-37,-0.26192847,-0.37137395,-0.15248302
Apr-37,-0.121213466,-0.255947,0.013520067
May-37,-0.091207266,-0.25534177,0.07292723
Jun-37,-0.008428331,-0.18466923,0.16781256
Jul-37,0.019690081,-0.13141476,0.17079492
Aug-37,0.036828596,-0.15785031,0.2315075
Sep-37,0.14490855,-0.010420173,0.30023727
Oct-37,0.12801065,-0.011122891,0.2671442
Nov-37,0.061703082,-0.050341,0.17374717
Dec-37,-0.0783857,-0.19385788,0.037086464
Jan-38,0.04551444,-0.05937577,0.15040465
Feb-38,-0.009824214,-0.11000702,0.090358585
Mar-38,-0.015279184,-0.117580466,0.087022096
Apr-38,0.04000326,-0.0976628,0.17766932
May-38,-0.09591497,-0.2707099,0.07887996
Jun-38,-0.09364482,-0.26718155,0.0798919
Jul-38,-0.04622565,-0.20220377,0.109752476
Aug-38,-0.002844417,-0.20122032,0.19553149
Sep-38,0.01991738,-0.13494068,0.17477545
